device_id,ts,temp_c,humidity,region
dev-1,2024-03-27T04:00:00,18.15,42.4,us-east
dev-1,2024-03-27T06:00:00,18.55,42.6,us-east
dev-1,2024-03-27T08:00:00,18.95,42.8,us-east
dev-1,2024-03-27T10:00:00,19.35,43.0,us-east
dev-1,2024-03-27T12:00:00,19.75,43.2,us-east
dev-1,2024-03-27T14:00:00,20.15,43.4,us-east
dev-1,2024-03-27T16:00:00,20.55,43.6,us-east
dev-1,2024-03-27T18:00:00,20.95,43.8,us-east
dev-1,2024-03-27T20:00:00,21.35,44.0,us-east
dev-1,2024-03-27T22:00:00,21.75,44.2,us-east
dev-1,2024-03-28T00:00:00,17.4,42.0,us-east
dev-1,2024-03-28T02:00:00,17.8,42.2,us-east
dev-1,2024-03-28T04:00:00,18.2,42.4,us-east
dev-1,2024-03-28T06:00:00,18.6,42.6,us-east
dev-1,2024-03-28T08:00:00,19.0,42.8,us-east
dev-1,2024-03-28T10:00:00,19.4,43.0,us-east
dev-1,2024-03-28T12:00:00,19.8,43.2,us-east
dev-1,2024-03-28T14:00:00,20.2,43.4,us-east
dev-1,2024-03-28T16:00:00,20.6,43.6,us-east
dev-1,2024-03-28T18:00:00,21.0,43.8,us-east
dev-1,2024-03-28T20:00:00,21.4,44.0,us-east
dev-1,2024-03-28T22:00:00,21.8,44.2,us-east
dev-1,2024-03-29T00:00:00,17.45,42.0,us-east
dev-1,2024-03-29T02:00:00,17.85,42.2,us-east
dev-1,2024-03-29T04:00:00,18.25,42.4,us-east
dev-1,2024-03-29T06:00:00,18.65,42.6,us-east
dev-1,2024-03-29T08:00:00,19.05,42.8,us-east
dev-1,2024-03-29T10:00:00,19.45,43.0,us-east
dev-1,2024-03-29T12:00:00,19.85,43.2,us-east
dev-1,2024-03-29T14:00:00,20.25,43.4,us-east
dev-1,2024-03-29T16:00:00,20.65,43.6,us-east
dev-1,2024-03-29T18:00:00,21.05,43.8,us-east
dev-1,2024-03-29T20:00:00,21.45,44.0,us-east
dev-1,2024-03-29T22:00:00,21.85,44.2,us-east
dev-1,2024-03-30T00:00:00,17.5,42.0,us-east
dev-1,2024-03-30T02:00:00,17.9,42.2,us-east
dev-1,2024-03-30T04:00:00,18.3,42.4,us-east
dev-1,2024-03-30T06:00:00,18.7,42.6,us-east
dev-1,2024-03-30T08:00:00,19.1,42.8,us-east
dev-1,2024-03-30T10:00:00,19.5,43.0,us-east
dev-1,2024-03-30T12:00:00,19.9,43.2,us-east
dev-1,2024-03-30T14:00:00,20.3,43.4,us-east
dev-1,2024-03-30T16:00:00,20.7,43.6,us-east
dev-1,2024-03-30T18:00:00,21.1,43.8,us-east
dev-1,2024-03-30T20:00:00,21.5,44.0,us-east
dev-1,2024-03-30T22:00:00,21.9,44.2,us-east
dev-2,2024-03-01T00:00:00,17.05,44.0,us-west
dev-2,2024-03-01T02:00:00,17.45,44.2,us-west
dev-2,2024-03-01T04:00:00,17.85,44.4,us-west
dev-2,2024-03-01T06:00:00,18.25,44.6,us-west
dev-2,2024-03-01T08:00:00,18.65,44.8,us-west
dev-2,2024-03-01T10:00:00,19.05,45.0,us-west
dev-2,2024-03-01T12:00:00,19.45,45.2,us-west
dev-2,2024-03-01T14:00:00,19.85,45.4,us-west
dev-2,2024-03-01T16:00:00,20.25,45.6,us-west
dev-2,2024-03-01T18:00:00,20.65,45.8,us-west
dev-2,2024-03-01T20:00:00,21.05,46.0,us-west
dev-2,2024-03-01T22:00:00,21.45,46.2,us-west
dev-2,2024-03-02T00:00:00,17.1,44.0,us-west
dev-2,2024-03-02T02:00:00,17.5,44.2,us-west
dev-2,2024-03-02T04:00:00,17.9,44.4,us-west
dev-2,2024-03-02T06:00:00,18.3,44.6,us-west
dev-2,2024-03-02T08:00:00,18.7,44.8,us-west
dev-2,2024-03-02T10:00:00,19.1,45.0,us-west
dev-2,2024-03-02T12:00:00,19.5,45.2,us-west
dev-2,2024-03-02T14:00:00,19.9,45.4,us-west
dev-2,2024-03-02T16:00:00,20.3,45.6,us-west
dev-2,2024-03-02T18:00:00,20.7,45.8,us-west
dev-2,2024-03-02T20:00:00,21.1,46.0,us-west
dev-2,2024-03-02T22:00:00,21.5,46.2,us-west
dev-2,2024-03-03T00:00:00,17.15,44.0,us-west
dev-2,2024-03-03T02:00:00,17.55,44.2,us-west
dev-2,2024-03-03T04:00:00,17.95,44.4,us-west
dev-2,2024-03-03T06:00:00,18.35,44.6,us-west
dev-2,2024-03-03T08:00:00,18.75,44.8,us-west
dev-2,2024-03-03T10:00:00,19.15,45.0,us-west
dev-2,2024-03-03T12:00:00,19.55,45.2,us-west
dev-2,2024-03-03T14:00:00,19.95,45.4,us-west
dev-2,2024-03-03T16:00:00,20.35,45.6,us-west
dev-2,2024-03-03T18:00:00,20.75,45.8,us-west
dev-2,2024-03-03T20:00:00,21.15,46.0,us-west
dev-2,2024-03-03T22:00:00,21.55,46.2,us-west
dev-2,2024-03-04T00:00:00,17.2,44.0,us-west
dev-2,2024-03-04T02:00:00,17.6,44.2,us-west
dev-2,2024-03-04T04:00:00,18.0,44.4,us-west
dev-2,2024-03-04T06:00:00,18.4,44.6,us-west
dev-2,2024-03-04T08:00:00,18.8,44.8,us-west
dev-2,2024-03-04T10:00:00,19.2,45.0,us-west
dev-2,2024-03-04T12:00:00,19.6,45.2,us-west
dev-2,2024-03-04T14:00:00,20.0,45.4,us-west
dev-2,2024-03-04T16:00:00,20.4,45.6,us-west
dev-2,2024-03-04T18:00:00,20.8,45.8,us-west
dev-2,2024-03-04T20:00:00,21.2,46.0,us-west
dev-2,2024-03-04T22:00:00,21.6,46.2,us-west
dev-2,2024-03-05T00:00:00,17.25,44.0,us-west
dev-2,2024-03-05T02:00:00,17.65,44.2,us-west
dev-2,2024-03-05T04:00:00,18.05,44.4,us-west
dev-2,2024-03-05T06:00:00,18.45,44.6,us-west
dev-2,2024-03-05T08:00:00,18.85,44.8,us-west
dev-2,2024-03-05T10:00:00,19.25,45.0,us-west
dev-2,2024-03-05T12:00:00,19.65,45.2,us-west
dev-2,2024-03-05T14:00:00,20.05,45.4,us-west
dev-2,2024-03-05T16:00:00,20.45,45.6,us-west
dev-2,2024-03-05T18:00:00,20.85,45.8,us-west
dev-2,2024-03-05T20:00:00,21.25,46.0,us-west
dev-2,2024-03-05T22:00:00,21.65,46.2,us-west
dev-2,2024-03-06T00:00:00,17.3,44.0,us-west
dev-2,2024-03-06T02:00:00,17.7,44.2,us-west
dev-2,2024-03-06T04:00:00,18.1,44.4,us-west
dev-2,2024-03-06T06:00:00,18.5,44.6,us-west
dev-2,2024-03-06T08:00:00,18.9,44.8,us-west
dev-2,2024-03-06T10:00:00,19.3,45.0,us-west
dev-2,2024-03-06T12:00:00,19.7,45.2,us-west
dev-2,2024-03-06T14:00:00,20.1,45.4,us-west
dev-2,2024-03-06T16:00:00,20.5,45.6,us-west
dev-2,2024-03-06T18:00:00,20.9,45.8,us-west
dev-2,2024-03-06T20:00:00,21.3,46.0,us-west
dev-2,2024-03-06T22:00:00,21.7,46.2,us-west
dev-2,2024-03-07T00:00:00,17.35,44.0,us-west
dev-2,2024-03-07T02:00:00,17.75,44.2,us-west
dev-2,2024-03-07T04:00:00,18.15,44.4,us-west
dev-2,2024-03-07T06:00:00,18.55,44.6,us-west
dev-2,2024-03-07T08:00:00,18.95,44.8,us-west
dev-2,2024-03-07T10:00:00,19.35,45.0,us-west
dev-2,2024-03-07T12:00:00,19.75,45.2,us-west
dev-2,2024-03-07T14:00:00,20.15,45.4,us-west
dev-2,2024-03-07T16:00:00,20.55,45.6,us-west
dev-2,2024-03-07T18:00:00,20.95,45.8,us-west
dev-2,2024-03-07T20:00:00,21.35,46.0,us-west
dev-2,2024-03-07T22:00:00,21.75,46.2,us-west
dev-2,2024-03-08T00:00:00,17.4,44.0,us-west
dev-2,2024-03-08T02:00:00,17.8,44.2,us-west
dev-2,2024-03-08T04:00:00,18.2,44.4,us-west
dev-2,2024-03-08T06:00:00,18.6,44.6,us-west
dev-2,2024-03-08T08:00:00,19.0,44.8,us-west
dev-2,2024-03-08T10:00:00,19.4,45.0,us-west
dev-2,2024-03-08T12:00:00,19.8,45.2,us-west
dev-2,2024-03-08T14:00:00,20.2,45.4,us-west
dev-2,2024-03-08T16:00:00,20.6,45.6,us-west
dev-2,2024-03-08T18:00:00,21.0,45.8,us-west
dev-2,2024-03-08T20:00:00,21.4,46.0,us-west
dev-2,2024-03-08T22:00:00,21.8,46.2,us-west
dev-2,2024-03-09T00:00:00,17.45,44.0,us-west
dev-2,2024-03-09T02:00:00,17.85,44.2,us-west
dev-2,2024-03-09T04:00:00,18.25,44.4,us-west
dev-2,2024-03-09T06:00:00,18.65,44.6,us-west
dev-2,2024-03-09T08:00:00,19.05,44.8,us-west
dev-2,2024-03-09T10:00:00,19.45,45.0,us-west
dev-2,2024-03-09T12:00:00,19.85,45.2,us-west
dev-2,2024-03-09T14:00:00,20.25,45.4,us-west
dev-2,2024-03-09T16:00:00,20.65,45.6,us-west
